applicant_id,credit_amount,age,sex,marital_status,previous_delay,job,employment,savings_status,housing,residence_since,property_magnitude,num_dependents,own_telephone,foreign_worker,checking_status,duration,credit_history,purpose,installment_commitment,other_parties,other_payment_plans,existing_credits,class
873,1382,26,male,single,TRUE,skilled,4<=X<7,100<=X<500,own,1,real estate,1,yes,yes,<0,24,critical/other existing credit,business,4,none,none,2,good
874,874,24,female,div/sep/mar/wid,FALSE,skilled,<1,no known savings,own,1,real estate,1,none,yes,no checking,15,existing paid,domestic appliance,4,none,none,1,good
875,3590,29,male,single,FALSE,unskilled resident,1<=X<4,<100,own,2,life insurance,2,none,yes,<0,12,existing paid,furniture/equipment,2,co applicant,none,1,good
876,1322,40,female,div/sep/mar/wid,TRUE,skilled,1<=X<4,>=1000,own,4,car,1,none,yes,0<=X<200,11,critical/other existing credit,new car,4,none,none,2,good
877,1940,36,male,single,FALSE,high qualif/self emp/mgmt,<1,<100,for free,4,no known property,1,yes,yes,<0,18,all paid,radio/tv,3,co applicant,bank,1,good
878,3595,28,male,single,FALSE,skilled,>=7,<100,own,2,car,1,none,yes,no checking,36,existing paid,radio/tv,4,none,none,1,good
879,1422,27,male,single,FALSE,high qualif/self emp/mgmt,<1,<100,for free,2,no known property,1,yes,yes,<0,9,existing paid,new car,3,none,none,1,bad
880,6742,36,male,single,TRUE,skilled,4<=X<7,no known savings,own,3,life insurance,1,none,yes,no checking,30,critical/other existing credit,radio/tv,2,none,none,2,good
881,7814,38,male,single,FALSE,high qualif/self emp/mgmt,4<=X<7,<100,own,3,car,1,yes,yes,no checking,24,existing paid,used car,3,none,none,1,good
882,9277,48,male,div/sep/mar/wid,FALSE,skilled,1<=X<4,no known savings,for free,4,no known property,1,yes,yes,no checking,24,existing paid,used car,2,none,none,1,good
883,2181,36,male,single,TRUE,skilled,>=7,no known savings,own,4,real estate,1,none,yes,0<=X<200,30,critical/other existing credit,new car,4,none,none,2,good
884,1098,65,female,div/sep/mar/wid,TRUE,unemp/unskilled non res,unemployed,<100,own,4,car,1,none,yes,no checking,18,critical/other existing credit,radio/tv,4,none,none,2,good
885,4057,43,male,div/sep/mar/wid,FALSE,skilled,4<=X<7,<100,own,3,car,1,yes,yes,0<=X<200,24,existing paid,furniture/equipment,3,none,none,1,bad
886,795,53,female,div/sep/mar/wid,FALSE,skilled,<1,<100,own,4,life insurance,1,none,yes,<0,12,existing paid,education,4,none,none,1,bad
887,2825,34,male,single,TRUE,skilled,4<=X<7,no known savings,own,3,no known property,2,yes,yes,0<=X<200,24,critical/other existing credit,business,4,none,none,2,good
888,15672,23,male,single,FALSE,skilled,1<=X<4,<100,own,2,car,1,yes,yes,0<=X<200,48,existing paid,business,2,none,none,1,bad
889,6614,34,male,single,TRUE,high qualif/self emp/mgmt,>=7,<100,own,4,car,1,yes,yes,no checking,36,critical/other existing credit,new car,4,none,none,2,good
890,7824,40,male,single,FALSE,skilled,<1,no known savings,rent,4,real estate,2,yes,yes,no checking,28,all paid,used car,3,guarantor,bank,2,good
891,2442,43,male,single,TRUE,high qualif/self emp/mgmt,>=7,<100,own,4,car,2,yes,yes,<0,27,critical/other existing credit,business,4,none,stores,4,good
892,1829,46,male,single,TRUE,skilled,>=7,<100,own,4,car,1,yes,yes,no checking,15,critical/other existing credit,radio/tv,4,none,none,2,good
893,2171,38,male,single,TRUE,unskilled resident,1<=X<4,<100,own,4,life insurance,1,none,no,<0,12,critical/other existing credit,new car,4,none,bank,2,good
894,5800,34,male,single,TRUE,skilled,1<=X<4,<100,own,4,car,1,yes,yes,0<=X<200,36,critical/other existing credit,used car,3,none,none,2,good
895,1169,29,male,single,TRUE,skilled,1<=X<4,no known savings,own,3,life insurance,1,yes,yes,no checking,18,critical/other existing credit,radio/tv,4,none,none,2,good
896,8947,31,male,single,TRUE,high qualif/self emp/mgmt,4<=X<7,no known savings,own,2,car,2,yes,yes,no checking,36,delayed previously,used car,3,none,stores,1,good
897,2606,28,female,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,<1,<100,rent,4,life insurance,1,yes,yes,<0,21,existing paid,radio/tv,4,none,none,1,good
898,1592,35,female,div/sep/mar/wid,TRUE,skilled,4<=X<7,>=1000,own,2,life insurance,1,none,no,no checking,12,critical/other existing credit,furniture/equipment,3,none,none,1,good
899,2186,33,female,div/sep/mar/wid,FALSE,unskilled resident,4<=X<7,no known savings,rent,4,real estate,1,none,yes,no checking,15,existing paid,furniture/equipment,1,none,bank,1,good
900,4153,42,male,single,FALSE,skilled,1<=X<4,<100,own,3,car,1,none,yes,<0,18,existing paid,furniture/equipment,2,co applicant,none,1,bad
901,2625,43,male,single,TRUE,skilled,>=7,<100,rent,4,life insurance,1,yes,yes,<0,16,critical/other existing credit,new car,2,guarantor,bank,1,bad
902,3485,44,male,div/sep/mar/wid,TRUE,skilled,<1,no known savings,own,4,real estate,1,yes,yes,no checking,20,critical/other existing credit,new car,2,none,none,2,good
903,10477,42,male,single,TRUE,skilled,>=7,no known savings,for free,4,no known property,1,none,yes,no checking,36,critical/other existing credit,used car,2,none,none,2,good
904,1386,40,male,div/sep/mar/wid,FALSE,skilled,1<=X<4,no known savings,rent,2,real estate,1,yes,yes,no checking,15,existing paid,radio/tv,4,none,none,1,good
905,1278,36,male,single,FALSE,high qualif/self emp/mgmt,>=7,<100,own,1,real estate,1,yes,yes,no checking,24,existing paid,radio/tv,4,none,none,1,good
906,1107,20,male,single,FALSE,high qualif/self emp/mgmt,1<=X<4,<100,rent,2,real estate,2,yes,yes,<0,12,existing paid,radio/tv,2,none,none,1,good
907,3763,24,male,single,FALSE,unskilled resident,4<=X<7,no known savings,own,2,real estate,1,none,no,<0,21,existing paid,new car,2,co applicant,none,1,good
908,3711,27,male,div/sep/mar/wid,FALSE,skilled,1<=X<4,no known savings,own,2,car,1,none,yes,0<=X<200,36,existing paid,education,2,none,none,1,good
909,3594,46,female,div/sep/mar/wid,TRUE,unskilled resident,<1,<100,own,2,life insurance,1,none,yes,no checking,15,delayed previously,used car,1,none,none,2,good
910,3195,33,female,div/sep/mar/wid,FALSE,unskilled resident,1<=X<4,no known savings,own,2,real estate,1,none,yes,0<=X<200,9,existing paid,new car,1,none,none,1,good
911,4454,34,female,div/sep/mar/wid,TRUE,skilled,1<=X<4,<100,own,4,real estate,1,none,yes,no checking,36,delayed previously,radio/tv,4,none,none,2,good
912,4736,25,female,div/sep/mar/wid,TRUE,unskilled resident,<1,<100,own,4,car,1,none,yes,0<=X<200,24,critical/other existing credit,furniture/equipment,2,none,bank,1,bad
913,2991,25,female,div/sep/mar/wid,FALSE,skilled,>=7,no known savings,own,4,car,1,none,yes,0<=X<200,30,existing paid,radio/tv,2,none,none,1,good
914,2142,28,male,div/sep/mar/wid,FALSE,skilled,>=7,>=1000,own,2,real estate,1,yes,yes,no checking,11,existing paid,business,1,none,none,1,good
915,3161,31,male,single,FALSE,skilled,1<=X<4,<100,rent,2,life insurance,1,yes,yes,<0,24,all paid,business,4,none,none,1,bad
916,18424,32,female,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,1<=X<4,<100,own,2,life insurance,1,yes,no,0<=X<200,48,no credits/all paid,other,1,none,bank,1,bad
917,2848,32,male,single,FALSE,skilled,1<=X<4,100<=X<500,own,2,real estate,2,none,yes,no checking,10,existing paid,used car,1,co applicant,none,1,good
918,14896,68,male,single,FALSE,high qualif/self emp/mgmt,>=7,<100,own,4,no known property,1,yes,yes,<0,6,existing paid,new car,1,none,bank,1,bad
919,2359,33,male,div/sep/mar/wid,FALSE,skilled,unemployed,100<=X<500,own,1,life insurance,1,none,yes,<0,24,existing paid,furniture/equipment,1,none,none,1,bad
920,3345,39,male,single,FALSE,high qualif/self emp/mgmt,>=7,<100,rent,2,life insurance,1,yes,yes,<0,24,existing paid,furniture/equipment,4,none,none,1,bad
921,1817,28,female,div/sep/mar/wid,TRUE,skilled,1<=X<4,<100,own,2,no known property,1,none,yes,no checking,18,critical/other existing credit,furniture/equipment,4,none,none,2,good
922,12749,37,male,single,TRUE,high qualif/self emp/mgmt,4<=X<7,500<=X<1000,own,1,car,1,yes,yes,no checking,48,delayed previously,radio/tv,4,none,none,1,good
923,1366,22,female,div/sep/mar/wid,FALSE,skilled,<1,<100,rent,4,life insurance,1,none,yes,<0,9,existing paid,radio/tv,3,none,none,1,bad
924,2002,30,male,single,FALSE,skilled,4<=X<7,<100,rent,4,life insurance,2,yes,yes,0<=X<200,12,existing paid,new car,3,none,none,1,good
925,6872,55,male,div/sep/mar/wid,FALSE,skilled,<1,<100,own,1,life insurance,1,yes,yes,<0,24,all paid,furniture/equipment,2,none,bank,1,bad
926,697,46,male,single,FALSE,skilled,<1,<100,own,2,car,1,yes,yes,<0,12,all paid,new car,4,none,bank,2,bad
927,1049,21,female,div/sep/mar/wid,TRUE,skilled,<1,<100,rent,4,life insurance,1,none,yes,<0,18,critical/other existing credit,furniture/equipment,4,none,none,1,good
928,10297,39,male,single,FALSE,skilled,4<=X<7,<100,for free,4,no known property,2,yes,yes,<0,48,existing paid,used car,4,none,stores,3,bad
929,1867,58,male,single,FALSE,skilled,>=7,no known savings,own,4,car,1,yes,yes,no checking,30,existing paid,radio/tv,4,none,none,1,good
930,1344,43,male,single,TRUE,unskilled resident,1<=X<4,<100,own,2,real estate,2,none,yes,<0,12,delayed previously,new car,4,none,none,2,good
931,1747,24,male,single,FALSE,unskilled resident,<1,<100,own,1,life insurance,1,none,no,<0,24,existing paid,furniture/equipment,4,co applicant,none,1,good
932,1670,22,female,div/sep/mar/wid,FALSE,skilled,<1,<100,own,2,car,1,yes,yes,0<=X<200,9,existing paid,radio/tv,4,none,none,1,bad
933,1224,30,male,single,TRUE,skilled,1<=X<4,<100,own,1,real estate,1,none,yes,no checking,9,critical/other existing credit,new car,3,none,none,2,good
934,522,42,male,single,TRUE,skilled,>=7,500<=X<1000,own,4,life insurance,2,yes,yes,no checking,12,critical/other existing credit,radio/tv,4,none,none,2,good
935,1498,23,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,own,1,car,1,none,yes,<0,12,existing paid,radio/tv,4,none,bank,1,good
936,1919,30,male,single,TRUE,high qualif/self emp/mgmt,<1,100<=X<500,own,3,no known property,1,none,yes,0<=X<200,30,delayed previously,radio/tv,4,none,stores,2,bad
937,745,28,female,div/sep/mar/wid,FALSE,unskilled resident,1<=X<4,<100,own,2,real estate,1,none,yes,>=200,9,existing paid,radio/tv,3,none,none,1,bad
938,2063,30,male,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,<1,<100,rent,3,car,1,yes,yes,0<=X<200,6,existing paid,radio/tv,4,none,none,1,good
939,6288,42,male,single,FALSE,skilled,1<=X<4,<100,for free,4,no known property,1,none,yes,0<=X<200,60,existing paid,education,4,none,none,1,bad
940,6842,46,male,single,TRUE,high qualif/self emp/mgmt,1<=X<4,no known savings,own,4,life insurance,2,yes,yes,no checking,24,critical/other existing credit,used car,2,none,none,2,good
941,3527,45,male,single,FALSE,high qualif/self emp/mgmt,<1,no known savings,own,3,life insurance,2,yes,yes,no checking,12,existing paid,new car,2,none,none,1,good
942,1546,31,male,single,FALSE,unskilled resident,1<=X<4,<100,own,2,real estate,2,none,no,no checking,10,existing paid,new car,3,none,none,1,good
943,929,31,male,single,FALSE,skilled,4<=X<7,no known savings,own,2,car,1,yes,yes,no checking,24,existing paid,furniture/equipment,4,none,stores,1,good
944,1455,42,male,single,TRUE,unskilled resident,4<=X<7,<100,own,1,real estate,2,none,yes,no checking,4,critical/other existing credit,new car,2,none,none,3,good
945,1845,46,female,div/sep/mar/wid,FALSE,skilled,<1,<100,rent,1,life insurance,1,none,yes,<0,15,existing paid,furniture/equipment,4,guarantor,none,1,good
946,8358,30,female,div/sep/mar/wid,FALSE,skilled,<1,500<=X<1000,own,1,car,1,none,yes,0<=X<200,48,no credits/all paid,new car,1,none,none,2,good
947,3349,30,male,single,FALSE,skilled,<1,500<=X<1000,for free,4,no known property,2,yes,yes,<0,24,all paid,furniture/equipment,4,none,none,1,bad
948,2859,38,male,single,FALSE,high qualif/self emp/mgmt,unemployed,no known savings,own,4,no known property,1,yes,yes,no checking,12,existing paid,new car,4,none,none,1,good
949,1533,43,male,div/sep/mar/wid,FALSE,unskilled resident,<1,<100,own,1,life insurance,2,none,yes,no checking,18,existing paid,furniture/equipment,4,co applicant,none,1,bad
950,3621,31,male,single,FALSE,skilled,>=7,100<=X<500,own,4,car,1,none,yes,no checking,24,existing paid,radio/tv,2,none,none,2,bad
951,3590,40,male,div/sep/mar/wid,TRUE,unemp/unskilled non res,unemployed,<100,own,3,car,2,yes,yes,0<=X<200,18,critical/other existing credit,business,3,none,none,3,good
952,2145,24,male,single,TRUE,skilled,4<=X<7,<100,own,1,car,1,yes,yes,<0,36,delayed previously,business,2,none,none,2,bad
953,4113,28,female,div/sep/mar/wid,FALSE,skilled,<1,500<=X<1000,rent,4,car,1,none,yes,0<=X<200,24,existing paid,used car,3,none,none,1,bad
954,10974,26,female,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,unemployed,<100,own,2,car,1,yes,yes,no checking,36,existing paid,furniture/equipment,4,none,none,2,bad
955,1893,29,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,own,4,life insurance,1,yes,yes,<0,12,existing paid,new car,4,guarantor,none,1,good
956,1231,57,female,div/sep/mar/wid,TRUE,high qualif/self emp/mgmt,>=7,>=1000,rent,4,life insurance,1,yes,yes,<0,24,critical/other existing credit,radio/tv,4,none,none,2,good
957,3656,49,male,single,TRUE,unskilled resident,>=7,no known savings,own,4,life insurance,1,none,yes,>=200,30,critical/other existing credit,radio/tv,4,none,stores,2,good
958,1154,37,male,single,TRUE,unskilled resident,>=7,<100,own,4,real estate,1,none,yes,0<=X<200,9,critical/other existing credit,radio/tv,2,none,none,3,good
959,4006,45,male,single,FALSE,unskilled resident,1<=X<4,<100,own,2,car,1,none,yes,<0,28,existing paid,new car,3,none,none,1,bad
960,3069,30,male,single,FALSE,skilled,>=7,100<=X<500,for free,4,no known property,1,none,yes,0<=X<200,24,existing paid,furniture/equipment,4,none,none,1,good
961,1740,30,male,div/sep/mar/wid,TRUE,skilled,>=7,<100,rent,2,real estate,1,none,yes,no checking,6,critical/other existing credit,radio/tv,2,none,none,2,good
962,2353,47,male,div/sep/mar/wid,TRUE,skilled,1<=X<4,<100,own,4,life insurance,1,none,yes,0<=X<200,21,delayed previously,new car,1,none,none,2,good
963,3556,29,male,single,FALSE,skilled,1<=X<4,no known savings,own,2,no known property,1,none,yes,no checking,15,existing paid,new car,3,none,none,1,good
964,2397,35,male,single,FALSE,skilled,>=7,500<=X<1000,own,2,car,1,yes,yes,no checking,24,existing paid,radio/tv,3,none,bank,2,bad
965,454,22,male,div/sep/mar/wid,FALSE,unskilled resident,<1,<100,own,1,life insurance,1,none,yes,0<=X<200,6,existing paid,repairs,3,none,none,1,good
966,1715,26,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,no known savings,own,1,car,1,none,yes,0<=X<200,30,existing paid,radio/tv,4,none,none,1,good
967,2520,23,male,single,TRUE,unskilled resident,1<=X<4,500<=X<1000,own,2,life insurance,1,none,yes,0<=X<200,27,critical/other existing credit,radio/tv,4,none,none,2,bad
968,3568,54,female,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,>=7,<100,rent,2,car,1,yes,yes,no checking,15,existing paid,radio/tv,4,none,bank,1,good
969,7166,29,male,div/sep/mar/wid,FALSE,skilled,4<=X<7,no known savings,rent,4,life insurance,1,yes,yes,no checking,42,existing paid,radio/tv,2,none,none,1,good
970,3939,40,male,single,TRUE,unskilled resident,1<=X<4,<100,own,2,real estate,2,none,yes,<0,11,critical/other existing credit,new car,1,none,none,2,good
971,1514,22,male,single,FALSE,skilled,1<=X<4,100<=X<500,own,2,real estate,1,none,yes,0<=X<200,15,existing paid,repairs,4,guarantor,none,1,good
972,7393,43,male,single,FALSE,unskilled resident,1<=X<4,<100,own,4,life insurance,2,none,yes,no checking,24,existing paid,new car,1,none,none,1,good
973,1193,29,female,div/sep/mar/wid,FALSE,unemp/unskilled non res,unemployed,<100,rent,4,no known property,1,none,yes,<0,24,all paid,new car,1,co applicant,none,2,bad
974,7297,36,male,single,FALSE,skilled,>=7,<100,rent,4,no known property,1,none,yes,<0,60,existing paid,business,4,co applicant,none,1,bad
975,2831,33,female,div/sep/mar/wid,TRUE,skilled,1<=X<4,<100,own,2,car,1,yes,yes,no checking,30,critical/other existing credit,radio/tv,4,none,none,1,good
976,1258,57,female,div/sep/mar/wid,FALSE,unskilled resident,1<=X<4,500<=X<1000,own,3,car,1,none,yes,>=200,24,existing paid,radio/tv,3,none,none,1,good
977,753,64,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,own,3,real estate,1,none,yes,0<=X<200,6,existing paid,radio/tv,2,guarantor,none,1,good
978,2427,42,male,single,TRUE,skilled,>=7,no known savings,own,2,life insurance,1,none,yes,0<=X<200,18,delayed previously,business,4,none,none,2,good
979,2538,47,male,single,TRUE,unskilled resident,>=7,<100,own,4,car,2,none,yes,no checking,24,delayed previously,new car,4,none,none,2,bad
980,1264,25,male,div/sep/mar/wid,FALSE,skilled,1<=X<4,100<=X<500,rent,2,life insurance,1,none,yes,0<=X<200,15,all paid,new car,2,none,none,1,bad
981,8386,49,male,single,TRUE,skilled,4<=X<7,<100,own,2,life insurance,1,none,yes,0<=X<200,30,critical/other existing credit,furniture/equipment,2,none,none,1,bad
982,4844,33,male,single,FALSE,high qualif/self emp/mgmt,unemployed,<100,rent,2,car,1,yes,yes,no checking,48,existing paid,business,3,none,bank,1,bad
983,2923,28,female,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,1<=X<4,100<=X<500,own,1,car,1,yes,yes,>=200,21,existing paid,new car,1,none,bank,1,good
984,8229,26,male,single,FALSE,skilled,1<=X<4,<100,own,2,life insurance,2,none,yes,<0,36,existing paid,used car,2,none,none,1,bad
985,2028,30,male,single,TRUE,unskilled resident,4<=X<7,<100,own,2,life insurance,1,none,yes,no checking,24,critical/other existing credit,furniture/equipment,2,none,none,2,good
986,1433,25,female,div/sep/mar/wid,TRUE,skilled,1<=X<4,<100,rent,3,life insurance,1,none,yes,<0,15,critical/other existing credit,furniture/equipment,4,none,none,2,good
987,6289,33,male,div/sep/mar/wid,FALSE,skilled,<1,<100,own,1,life insurance,1,none,yes,>=200,42,no credits/all paid,business,2,none,none,2,good
988,1409,64,female,div/sep/mar/wid,FALSE,skilled,unemployed,100<=X<500,own,4,real estate,1,none,yes,no checking,13,existing paid,radio/tv,2,none,none,1,good
989,6579,29,male,single,FALSE,high qualif/self emp/mgmt,unemployed,<100,for free,2,no known property,1,yes,yes,<0,24,existing paid,used car,4,none,none,1,good
990,1743,48,male,single,TRUE,unskilled resident,>=7,<100,own,2,life insurance,1,none,yes,0<=X<200,24,critical/other existing credit,radio/tv,4,none,none,2,good
991,3565,37,male,single,TRUE,unskilled resident,<1,no known savings,own,1,life insurance,2,none,yes,no checking,12,critical/other existing credit,education,2,none,none,2,good
992,1569,34,male,single,FALSE,unskilled resident,>=7,100<=X<500,own,4,car,2,none,yes,no checking,15,all paid,radio/tv,4,none,bank,1,good
993,1936,23,male,div/sep/mar/wid,FALSE,unskilled resident,4<=X<7,no known savings,rent,4,car,1,none,yes,<0,18,existing paid,radio/tv,2,none,none,2,good
994,3959,30,male,single,FALSE,high qualif/self emp/mgmt,unemployed,<100,own,3,life insurance,1,yes,yes,<0,36,existing paid,furniture/equipment,4,none,none,1,good
995,2390,50,male,single,FALSE,skilled,>=7,no known savings,own,3,car,1,yes,yes,no checking,12,existing paid,new car,4,none,none,1,good
996,1736,31,female,div/sep/mar/wid,FALSE,unskilled resident,4<=X<7,<100,own,4,real estate,1,none,yes,no checking,12,existing paid,furniture/equipment,3,none,none,1,good
997,3857,40,male,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,1<=X<4,<100,own,4,life insurance,1,yes,yes,<0,30,existing paid,used car,4,none,none,1,good
998,804,38,male,single,FALSE,skilled,>=7,<100,own,4,car,1,none,yes,no checking,12,existing paid,radio/tv,4,none,none,1,good
999,1845,23,male,single,FALSE,skilled,1<=X<4,<100,for free,4,no known property,1,yes,yes,<0,45,existing paid,radio/tv,4,none,none,1,bad
1000,4576,27,male,single,TRUE,skilled,unemployed,100<=X<500,own,4,car,1,none,yes,0<=X<200,45,critical/other existing credit,used car,3,none,none,1,good
